proportion,epv,auc_roc
0.1,12.5,0.5944090909090909
0.2,11.25,0.6624501424501424
0.30000000000000004,9.75,0.6557204978257609
0.4,8.25,0.3906411049268192
0.5,7.0,0.47467798594847777
0.6,5.5,0.30913729128014844
0.7000000000000001,4.25,0.7207896857373086
0.8,2.75,0.7606679035250464
0.9,1.5,0.8611111111111112
