proportion,epv,auc_roc
0.1,10.0,0.8106818181818183
0.2,9.0,0.7899145299145298
0.30000000000000004,7.8,0.8005698005698006
0.4,6.6,0.7184085755514328
0.5,5.6,0.798155737704918
0.6,4.4,0.7660018552875696
0.7000000000000001,3.4,0.8110394842868655
0.8,2.2,0.8144712430426716
0.9,1.2,0.951388888888889
