m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss
-0.3190335889127329,-0.04022266007212414,0.10928608480318062,-0.12836669518991134,0.016861617053751308
-0.5222396965004609,-0.19693432269078961,-0.6192878138846902,-0.2227539710648461,0.04751910260602641
0.08737862626272305,0.06425178167365285,0.10928608480318062,0.06040785655995829,0.04751910260602641
-0.7254458040881888,-0.14469710181790113,-0.25500086454075477,-0.033979419314976514,0.04751910260602641
-0.3190335889127329,0.11648900254654132,-0.07285738986878706,-0.033979419314976514,-0.013795868498523798
0.4937908414381789,-0.04022266007212414,0.10928608480318062,0.06040785655995829,-0.013795868498523798
-0.5222396965004609,0.012014560800764353,0.10928608480318062,0.1547951324348931,0.016861617053751308
-0.7254458040881888,-0.19693432269078961,-0.43714433921272244,-0.5059157986896505,-0.04445335405079891
0.6969969490259069,0.012014560800764353,-0.25500086454075477,-0.033979419314976514,0.04751910260602641
0.6969969490259069,0.06425178167365285,0.10928608480318062,-0.12836669518991134,0.04751910260602641
-0.5222396965004609,-0.14469710181790113,-0.25500086454075477,-0.033979419314976514,0.016861617053751308
-0.11582748132500492,0.11648900254654132,-0.07285738986878706,-0.12836669518991134,0.07817658815830153
0.08737862626272305,0.11648900254654132,-0.07285738986878706,-0.2227539710648461,0.04751910260602641
1.1034091642013628,0.22096344429231832,0.6557165088190837,0.2491824083098279,-0.04445335405079891
-0.5222396965004609,0.012014560800764353,-0.25500086454075477,0.06040785655995829,0.04751910260602641
-0.11582748132500492,0.11648900254654132,-0.07285738986878706,0.2491824083098279,-0.04445335405079891
-0.5222396965004609,0.06425178167365285,-0.07285738986878706,0.1547951324348931,-0.075110839603074
-0.11582748132500492,-0.04022266007212414,-0.07285738986878706,-0.4115285228147157,-0.013795868498523798
0.6969969490259069,0.22096344429231832,0.8378599834910514,0.6267315118095671,-0.16708329625989934
0.08737862626272305,0.06425178167365285,-0.07285738986878706,-0.033979419314976514,-0.013795868498523798
0.6969969490259069,0.11648900254654132,0.2914295594751483,0.2491824083098279,-0.1057683251553491
