m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss
0.09732415234153276,0.013567385764858698,0.006642848024595283,0.00860822863486451,0.001007113006965841
0.08991379802021744,0.007545540828629769,0.03457645893234815,0.013866020205351244,0.005768241409568382
-0.01632566963125871,0.006763850778001305,0.009025353342275172,-0.002505776285981459,0.013187525832574867
0.09463726788863398,0.007479966605141325,0.035591030707784584,0.007550869281203391,0.006321206689350187
0.09224861980864073,-0.0005969573716972803,0.014442311077206232,0.0050334768285987715,0.003880406318128711
-0.15650714032844049,0.026142739653366484,0.012410339411626758,0.0062212997506087536,0.001982225032544731
0.09511094484960722,0.016429418801081043,0.007983339094828177,-0.00999185327323508,0.00047615452274788936
0.09512812834282111,0.0074600482332972794,0.03543582253356919,0.015160319333768798,0.0028346157054991495
-0.16018092986026064,0.039356872644827325,0.038193023956492524,0.009056258517623395,0.013402032157638398
-0.15622676895133597,0.025260619753578746,0.015574121263645085,0.018991833895061115,0.013236260035433515
0.09754683101266759,0.007226818984098188,0.034906535580458524,0.00734744451247445,0.0008562838949389601
0.07956405296065198,-0.000103720165077623,0.01576361644935134,0.0074885408579662945,0.0035650557888111177
-0.018927913092869456,0.00599195218418901,0.01581445496298867,0.008736730818312537,0.01301650543080284
-0.21243519065929953,-0.10289321107464602,-0.16168151614597331,0.002776580653434928,0.00044276126544260313
0.08684552092606375,0.014797659283263048,0.031360944458690615,-0.004518790275937048,0.00573784863545099
0.08671304704802785,0.0030418488017290727,0.015453721128642432,-0.006600820147604693,0.0037523406154564053
0.09845277167921554,0.00721771345921662,0.014504029452629115,-0.009133359010216915,0.0048997369450719565
0.08491661394670375,0.01515389550613406,0.014992825529788095,0.012261335349186513,0.004137333170625553
-0.1945936769489866,-0.11133837346350398,-0.18202400848975323,-0.06677120794896062,-0.0017104878117233226
-0.02825205223779312,0.006009175960820255,0.01499991903709748,0.001218109448833396,-0.0008918062173419413
-0.16639624329883762,0.02907815740685727,0.013266054384359694,-0.002792770023737111,-0.0013473943202402948
0.08792704459706077,0.005209059674525114,0.0076454689006582284,0.004341760910314408,0.0036575689908055486
0.0924711935815343,0.013818166021352335,0.032358539969152354,0.00876836275021622,0.0058137691021347745
0.12804157532691132,-0.04892875980784743,0.012045521600220469,-0.0064730394597039016,0.0022383554313565313
0.009402831846854622,-0.0596226005110018,0.010539473603720902,0.0022340574945318497,0.000914739315837519
-0.005682226018431401,0.007925511390989771,0.009727935042857017,-0.00047708525549430717,0.013150104598330036
0.1277102617866673,-0.054592582863186884,0.010522981708335174,0.005179307648702461,0.0022199060266530346
-0.18527703816437016,-0.11763646877352782,-0.1855613487638162,-0.06341648950496341,-0.004973342172656551
0.09341903809000998,0.01647539937402444,0.014627406330148052,-0.010450720202670702,0.0006326232327105397
0.09043459071189655,0.007713548869980243,0.014649444139405611,-0.007045467932370398,0.005781301384207833
0.0923945245089048,0.01447274531016331,0.013985502896690915,-0.00497852697826559,0.0006700444669553695
