male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss
0.02999914493055176,-0.05245570063854421,-0.02513081397217482,-0.00023520291271715031,-0.47696542798367,-0.04875280441495231,0.043487136688080394,0.000426413793638672,-0.01874095343005489
-0.028969444904073063,-0.19515964375357664,0.08623390588938808,-0.001271438334292851,-0.4278110857504715,-0.04514344241874772,-0.10621536545606665,-0.011354257748097639,-0.031061335895823432
0.011619563890451384,-0.30777319820088955,0.19674073351138135,-0.000541840227329154,0.22151297210945345,-0.03051862017039431,0.016937542643288315,0.09991975263572271,-0.09206436270933004
-0.03393607578399996,0.08551650341897608,-0.009688096242940125,-0.0012185457492165568,-0.5416226303004773,-0.044435972941710804,-0.1170205843734648,-0.03004462306752723,-0.027905371923417674
-0.025204386938852737,-0.29700356321566546,0.14230194168642082,-0.0012335162718369846,-0.45641651745892203,-0.053794493248733075,0.04881318573746265,-0.007904153549622506,-3.62964151937998e-05
-0.16342120855208034,-0.18357417489063882,0.0674786776100104,-0.009909067048660286,0.6350011577528784,-0.21479494698472693,0.02171604810035637,0.044943141183341306,0.015130460453760767
0.025269839145456024,0.12425940286674772,-0.0058832473020574904,-0.0001855047927367894,-0.4929119284547134,-0.05788869952631429,-0.0769632961632512,0.13402976125147345,-0.014250388538548273
0.03149693196799942,-0.10056889655914138,0.010628500692845832,-0.00020987069559477253,-0.5069502240585142,-0.049788103427784905,-0.08772130868561925,0.0031193873693476626,-0.003236831629996938
-0.10229653938426232,-0.1366709394169193,-0.0073861231042115,0.1107289149430507,0.7433455074451796,-0.23519285762647021,-0.029992329026621606,0.03158224751846128,-0.09268540892146239
-0.10234935399940365,0.15548134473506706,-0.05774159976929771,-0.009853727450436042,0.330296782950038,-0.39454883948062563,0.02121182461803588,0.03346669682802449,0.04143711570776467
0.01802138361580617,-0.13115254000801638,0.1254680040025173,-0.00023520291271715031,-0.5055170848243877,-0.05200313624795416,-0.20556873844028453,-0.012493361750060545,-0.019502227230493097
-0.03293327984427887,-0.052738814792918275,0.09807676294891926,-0.0012338270426542751,-0.3858888776761532,-0.07441039121787241,0.01772944520145273,0.003416607278506556,0.001331900484722808
0.025289727913370228,0.28371801066914887,-0.137551883543765,-0.000504228935690578,-0.12097039441017866,-0.08199404181005988,0.01814683324921983,0.09025066130293566,-0.07215767513184825
-0.0071282716925967745,-0.4868518539229872,0.021556929802321913,0.009339885485714192,0.44702659135309303,0.2575695807700008,0.21973712474806245,-0.28163465524519055,-0.06058116457060651
0.02062885076276959,-0.21301409116672218,0.08604385725224303,-0.00023443624109412633,-0.4832955450756492,-0.06061402694135165,-0.07566555298103719,0.018649050823656938,-0.035410760984292154
0.012160170376681831,-0.34527407541630584,0.11638280128236143,-0.00020987069559477253,-0.3754717003767526,-0.013228065320127332,0.014901125714661912,0.048905434163818026,-0.005937038242614688
-0.04145358568256928,-0.05969951718356721,-0.03390200904114127,-0.0013284973778779207,-0.3632874923934801,-0.046926271396746363,-0.02222567123642026,0.1091605113732396,-0.006114269396757745
-0.03845426932568269,-0.05865929236222215,0.3216385410841644,-0.0013283542430663434,-0.3443843710883836,-0.06161668927891184,0.10444878399477198,0.005031693185578503,-0.001516664077857673
0.026770854403563412,0.5204938024267776,0.0050160276110215694,0.012882822146896828,1.1763285625043434,0.3014807512556142,0.22745601740121194,0.03903584386476807,0.14823019928000092
-0.025160281851364992,0.0016743044947087516,0.3821819754148799,-0.0015541336402169475,0.4749302811237562,-0.033695592834677976,0.11172391188410782,0.13131244044986623,0.09680688158145982
-0.1585689800538824,-0.1867759964514732,0.07250964272901467,-0.009909302712899496,0.5948510624229582,-0.101304353451065,0.018867760621990082,-0.028366780677246423,0.011267035196843902
0.025462228145865767,0.6192241747519257,-0.04465894530167315,-0.00017531073424055293,-0.20718918462024002,-0.07904953811697132,0.008425391273630485,0.003033893915099339,-0.005236888406005015
-0.03923476370234978,0.07027624651934307,0.05193499412049203,-0.0012338270426542751,-0.6106041167518693,-0.05565137121039426,-0.0853377729514896,-0.02461361663002933,-0.025891169314826382
0.022837088214879023,-0.07983357405250004,-0.02763319015161485,-0.0008042077387182083,-0.5445338475940217,0.13141819993583004,-0.028844710090213763,0.12663336868570282,-0.026447996043213736
-0.026023845561754605,-0.03796950898770309,-0.16237962967785322,-0.0014261349930976292,0.0358734539855554,0.13809716134587618,0.026735496275649875,0.1519463566282431,0.08469788531455215
-0.037561620649258574,-0.022465714303009324,-0.09937487043841157,-0.0015788423205278783,-0.10032184572685901,-0.031826654555600145,0.031447873630917986,-0.1182264073631944,-0.045806759004842434
0.02283874439989232,-0.07894821722510617,-0.04715593995721988,-0.00033176351852034445,-0.622045629562372,0.13394240118270648,0.017178769142838075,0.01675591166398292,-0.012890579977985922
0.0013003373680309195,0.20558581462490505,0.06947048110448192,0.01153852698889632,0.724052649695089,0.9830316099351881,0.2292071128362734,0.20042882146467975,0.09425003223181712
-0.03362554150147401,0.06418500915519189,-0.011841353678774523,-0.0013538295950002984,-0.45025061800892313,-0.03796294444105005,-0.07163729202379351,0.13412714247596882,-0.016258911436532332
-0.030205064963668114,-0.08949870364697508,0.0031077959897000897,-0.0013530629233772743,-0.4018738662425688,-0.06634487088271325,0.05364634081979517,0.01976532232387011,-0.03455348408208112
-0.025204386938852737,-0.3615503713297723,0.1411075627439023,-0.001272205005915875,-0.4206972480620053,-0.06514557830308974,0.048783034126688433,0.019818617850855823,-0.018867112755773987
-0.025402548439637965,-0.08754598326626142,0.007004709267990493,-0.0006562875956952109,-0.5176333392688541,0.16678198201176203,0.029143554109199554,0.09425146183706345,-0.014871586934219735
0.0118656452094183,-0.2482410213408034,0.2059129820991822,-0.0005040612996848648,0.010520911380294809,-0.06784234080033558,0.017813041604163467,-0.30990753724472175,0.0209483409099581
0.02073293472112493,-0.20528402520696418,0.08701271544899397,-0.0002097275607831954,-0.5305154370657951,-0.05574264406144877,-0.07793607275384068,0.0031752098429164255,-0.0025630284355779697
-0.034481939754036954,0.036152628415420836,-0.03136351609913911,-0.0013283542430663434,-0.5065331671750983,-0.03553857535273367,0.015484815943046279,-0.007848579963309635,-0.00260908584338513
-0.007242077757006374,0.35878732670908814,0.09751125349847219,-0.00019682494945555043,-0.3960652684612858,-0.05596189715852095,0.05954936801935849,0.0037502688750635756,0.005746353999004691
0.02538954926055411,0.03344361662349132,0.02307376682488002,-0.00029149528467919603,-0.6179163911389436,-0.03823612563717551,0.011604398385479152,-0.003407664172243234,-0.0043159587131469754
-0.04712262219279367,-0.07965030874717541,-0.008240258507987706,-0.0012468727887934973,-0.46902645752230276,-0.0574536202076234,-0.0870061097947915,0.010057660039744063,-0.0026460981301399088
-0.029807696334168764,0.7196926799841655,0.10190577935246681,-0.0012377881793732325,-0.12367669292180035,-0.06679113654732032,0.05189254055451629,0.031122602934937186,-0.021690875090025194
0.029886470512030174,-0.04044504338604595,-0.028372267266803614,-0.00026836732811393694,-0.4219241675466972,-0.048990507711679475,-0.02369369078501995,0.10408336155464219,0.0025153431238187614
-0.024923088106643853,-0.11676312283808153,0.0026742233500407,-0.001271438334292851,-0.3791019294927414,-0.06732051410012181,0.05344398343578993,0.002144138230039995,-0.03460926627190489
-0.03383808173549609,0.6122621864671034,-0.048588682411675084,-0.0012377881793732325,-0.11381634446364824,-0.08331791902475337,-0.08139194032759411,0.09088530846200112,-0.01961860213651159
0.027985022984743316,0.19814119593240434,0.043887547337369374,0.010732521145936492,1.2583249957324787,0.743419173540571,0.18381449914850248,0.08456912303185445,-0.017701411834784134
-0.03845426932568269,-0.0996597385593219,0.004076654186451045,-0.001272205005915875,-0.3756172467308754,-0.0627563486398285,0.023918409925467385,0.002856122928248761,-0.018818392906458755
0.025769373417289066,-0.011331299640188874,-0.10716709743931664,-0.0005987561361026467,0.19858366918897677,-0.020280348090894722,0.020991719469483996,0.14221361903186475,0.095577924773098
0.08031504418755306,0.09999401994992164,0.0010621433026710247,-0.00023520291271715031,-0.34177340614021295,-0.023208963753723586,0.02168670368218815,0.08278080851519733,-0.015899522735347622
0.02548829250847429,-0.06580425030013136,0.09232627724059991,-0.00020078608617450774,-0.3291756614438443,-0.07271659108122164,0.010106163661307916,-0.0002559149371666824,-0.029974107050597946
0.011969437561285382,-0.3429728046257128,0.13201916654267826,-0.00020987069559477253,-0.4259176844053483,-0.025638003785187068,0.02103979700886503,0.08786424312821094,-0.005925499243068366
0.057168908165346914,-0.39043036724356783,0.008468646626921997,-0.0018140603404228548,0.5599468996522569,-0.3826865192210497,-0.0070322552229687895,0.05661121859777782,-0.028335783492369822
-0.04624899118449556,-0.11847897158000686,0.010754565825419784,-0.0013530629233772743,-0.4147111520331364,-0.0641468895409492,-0.09223570078199371,0.000999428561538156,-0.03533133471476004
-0.1653564933587456,-0.05529537912143794,0.05005628722583676,-0.009958610360939155,0.739640484827457,-0.3441355140961678,-0.035005116817400386,0.023251136902895684,0.009373292422742093
0.027869203322341007,0.4052900390690783,0.05003486019354338,0.010743031750926788,1.1695525603864425,0.7161747116326548,0.17831522955759338,-0.06182326444271604,-0.03841258705953931
0.0308318297697207,-0.007204577174172704,0.1207672449425649,-0.00019682494945555043,-0.36930704559282873,-0.07680567758738026,-0.036239779810856555,-0.01586690513150219,0.0007613433741956077
-0.017394123848270597,-0.33257704986908604,0.14256200055940688,0.019341991880529322,-0.43555160077930904,-0.03329049796109869,0.021706848229837195,0.027176812492669167,-0.002381931135508357
0.09311229331167341,-0.057963505463347345,0.03392714374652361,-0.001952139831609766,0.8055224004244617,-0.17265547180439972,0.005105029082767474,0.05889155496985498,0.01121060001766763
-0.03933091745435423,0.07347353427013614,0.009668044031373368,-0.0012225068859355141,-0.5755717802124988,-0.05974455263282123,-0.07330831131628841,-0.03700542402049705,-0.017313482742892645
-0.06538915705910406,-0.1281581895576487,0.14064589056122762,-0.0012582249521479155,-0.4002152852062275,-0.08610455579828118,0.08970626972543891,-0.012201120981046485,-0.03167496153044812
0.02999914493055176,-0.054577939954739266,-0.02513081397217482,-0.0003168275018015738,-0.47586349603103023,-0.047650872462312595,0.043487136688080394,0.000426413793638672,-0.01874095343005489
-0.038278068534316444,-0.0997311384738726,0.004076654186451045,-0.0012468727887934973,-0.41963588411869834,-0.06374628479718181,0.05102167494613805,0.0042889492617943364,-0.0024760438094363203
0.0157025573062768,-0.2129724364946129,0.08591567869658023,-0.00023443624109412633,-0.4915925489546682,-0.0504900817130739,-0.07032394216779249,-0.024880589585299102,-0.034107104641907006
0.029571391801605524,-0.0724253321367303,-0.010557774277393392,-0.0003160608301785498,-0.4799795439118332,-0.040586232274835245,-0.08503945968826214,-0.009761419588777591,-0.03413598412005413
0.022233458443034194,-0.38563179005605186,-0.013152031685768817,0.006952285891158906,0.8844464370187854,0.12957256080642893,0.1482840251093979,0.2177091155548868,-0.1088038229472269
0.024966996594573104,0.07449057740312204,0.01400440706730683,-0.00018154365601783212,-0.606567491574591,-0.0643386849303721,0.043125708863463515,-0.009002283847786705,-0.025627645732490146
0.012349884887717226,-0.3732049118062309,0.13676389831414423,-0.0002097275607831954,-0.5051743783219861,-0.05365829672331686,0.03903571829548127,0.004281461788707377,-0.0023696109244371716
0.03189021811113489,-0.06449047391453362,-0.008108849951180342,-0.00023520291271715031,-0.5078178580923697,-0.042305267601658286,-0.08272058984385063,-0.009761414454025402,-0.019680976367258456
-0.04964637634591498,-0.3923825698325192,0.09926363490359855,0.009346967706733132,0.4033940227688264,0.23719724879748924,0.23391226045402463,-0.28022976261652754,-0.05926244059235837
-0.039485804714850685,-0.009886253952199246,0.09872302957719051,-0.0012377881793732325,-0.4032993451747227,-0.07271258273999309,-0.0844679513865431,-0.015532990497411796,-0.030332384784929552
0.02111172586254348,-0.20549873761905882,0.08701117917928211,-0.00023520291271715031,-0.5168536802619121,-0.05327279272458367,-0.07576378287180499,0.0011237829600602078,-0.018952566683182747
0.03231628047319038,-0.4161499799133543,-0.02295275474293399,0.006952127697464436,0.6710860489667924,0.07138318098465973,0.16227435837771897,-0.2678493257783613,-0.109173954765057
-0.019655020795888458,-0.3830511514320819,0.013324352280313709,0.009635784728187432,0.32881730577507806,-0.11834753568258873,0.192826967306506,-0.2334219945071682,-0.3836819279671617
0.02963858637203412,-0.017918288320021805,-0.13696301064771904,-0.0006234648164135775,0.06832111695219083,-0.055437303449347185,0.01917218618543418,0.08238503434340412,-0.09272826729835372
0.034587274214736716,-0.10269113587533638,0.010857875806300798,-0.00029135214986761895,-0.5072234790470315,-0.05439899281994353,-0.08463096643888193,0.0031193873693476626,-0.00255902608578262
-0.03919350539459285,-0.4382405257591747,0.06417988394032312,0.005214011501988601,0.4901815323289158,-0.06428188204456455,0.19250224418576162,-0.2548372371290258,-0.10886406757335583
0.05975629600893014,0.22998498513390106,0.07231651643002625,0.012272255301521132,0.5945367415687319,-0.03704945798093227,0.2378750430128138,0.06562409203320008,-0.018996533611924632
0.030701223706518562,-0.05877789347256786,-0.008294417266626388,-0.00029135214986761895,-0.5260584940127361,-0.04894295941515867,-0.0813542245304202,-0.007598694295524211,-0.0026136035900761923
-0.03938965096284624,0.06398433442059843,-0.015686253052100887,-0.0012338270426542751,-0.3811135878910996,-0.0772877737287225,-0.07613903951063929,-0.016358361333144295,-0.01500791275222525
0.02565028647188787,-0.049705671138009194,-0.02513081397217482,-0.0003168275018015738,-0.4831059628521182,-0.04907953510933067,0.043487136688080394,-0.013038997347432144,-0.018780651903160313
-0.03383961173498456,0.07517687275954309,-0.03180942857901224,-0.0011970315340015592,-0.5348843652119439,-0.07041361750176987,0.016161250520362137,-0.006086220407703375,-0.0008057416247335013
0.06005160425580873,-0.039290061804725045,0.026183722785035793,-0.002384631201788248,0.8539099888287789,-0.17237492052538064,0.019046293151016386,0.030704125402977952,-0.0006482164381308656
0.09217407508314016,-0.06825041339994302,-0.00502973125428698,-0.0020544922240234137,0.8097220135911904,-0.18437773792392456,0.01998162542344251,0.0313501547225046,-0.0006211686095769133
-0.1687400652245176,-0.019267744209693932,0.048650824280682514,0.004800628534783877,0.4011981732331396,-0.3815353335021203,0.23078697651129115,0.031626331986706814,0.06505029601396771
0.03109006069928199,0.006200166178448137,-0.008867395615057562,-0.00029149528467919603,-0.6075212096508724,-0.04360182761406255,-0.07825049744723929,-0.03123153369573502,0.007590488679239846
-0.03362707150096248,0.04537798407808969,0.006195363809790147,-0.0013538295950002984,-0.5534828750805706,-0.03833104792158161,0.04492197873785154,0.021191193477573953,-0.01888722083337943
-0.0346032239376456,0.26399310131594433,0.3431598041151937,-0.0016612335812353257,0.40420006104767237,-0.036506444545489215,0.022751447832000764,0.10093030804666882,-0.07504171316421258
