male,supplemental_o2_duration,hospital_stay,sga,m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss,m_chat_rf_r,m_chat_rf_f
-0.003840020897326278,0.005939770184722692,-0.0011743676207688015,0.0006152522922079914,0.08762096887444866,0.013134183399452267,0.005333726884129178,0.005470389465565241,0.002408432935166113,-0.0181565101534055,0.004919010878262645
0.004509854090659622,0.012686991326602797,0.00035779818444019873,0.0006152522922079914,0.0791769987603276,0.010266115569875084,0.019036855730575297,0.007755495090878727,0.0026598564946910762,0.015791936993904864,0.004659123804524802
-0.00503688875847698,0.018855817598108015,0.0051653540445900335,0.0012960563973593738,-0.014628113742812749,0.004612265713193955,0.005806615144418992,-0.00029480387223512164,0.001610260648588183,-0.011790400567501335,0.006399769899119615
0.004854648033208233,-0.005116920047504736,-0.00122627933905576,0.0006152522922079914,0.08642081761524312,0.013343405174210033,0.02199132079910605,0.003927947146230142,0.002711888251495042,-0.01696279410914312,0.0014217876720771046
0.004356995999845326,0.011295739510566253,0.00031781995387852115,0.0009049258115545306,0.08068459643306967,-0.004848508390970569,0.013032254331632707,0.004005378622125556,0.002189315094833096,0.01483190197064978,0.004242647760349417
0.014020496100093326,0.014071991083725494,0.0014379978874051685,0.001929804089935456,-0.1382028174729462,0.01598979223331283,0.006890272174314009,0.003621809017770978,0.000933397045662198,0.023351503765606005,0.013330116428047573
-0.003268635745067791,-0.0007473963771304921,0.0001330171635171551,0.0006152522922079914,0.08533663899838484,0.009447149144621414,0.007899129123409005,-0.0048010663958098125,0.0024775170607819995,0.02053708502992008,0.0049822724361877355
-0.0035241906083475134,0.008724414999912231,0.001730648776808846,0.0006152522922079914,0.08564899547135477,0.010121138781341936,0.020683223444189117,0.006292874248246611,0.0022164800405082524,0.016611771268779704,0.004645190637913011
0.01547048842921833,0.011979249251370559,0.0021930981916128927,-0.020335739329612613,-0.1575869019246378,0.019445174257074597,0.02391367005019636,0.0047986250582149875,0.0014896982536132522,0.021101912533113474,0.01011693182194557
0.014316716717141575,-0.0038644637476752818,0.0021543308668655176,0.002219477609281995,-0.13084307982535492,0.012265965663233434,0.008614892193762774,0.010371033009546959,0.001328805782158862,0.024193457900477045,0.012899622444969979
