proportion,epv,auc_roc
0.1,4.545454545454546,0.7890909090909091
0.2,4.090909090909091,0.7866096866096867
0.30000000000000004,3.5454545454545454,0.7847503373819164
0.4,3.0,0.764378478664193
0.5,2.5454545454545454,0.7804449648711944
0.6,2.0,0.7472170686456402
0.7000000000000001,1.5454545454545454,0.8001611603545528
0.8,1.0,0.8330241187384044
0.9,0.5454545454545454,0.9722222222222222
