male,supplemental_o2_duration,hospital_stay,sga
0.4133182512691703,-0.07508926945651406,0.06441080322784595,-0.07149669241821856
-0.5260414107062168,0.3025356833228604,-0.11935081534464798,-0.07149669241821856
0.4133182512691703,0.18634339015997595,-0.05338510611349632,-0.07149669241821856
-0.5260414107062168,-0.3510459657183646,0.08796998509611441,-0.07149669241821856
-0.5260414107062168,0.5930164162300715,-0.13819816083926273,-0.07149669241821856
-0.5260414107062168,0.3896799031950237,-0.18060468820214595,-0.07149669241821856
0.4133182512691703,-0.36557000236372517,0.08325814872246072,-0.07149669241821856
0.4133182512691703,0.012054950415649277,0.003156930370347974,-0.07149669241821856
-0.5260414107062168,0.012054950415649277,-0.010978578750613099,0.9498846278420466
-0.5260414107062168,-0.40914211229980685,-0.010978578750613099,-0.07149669241821856
0.4133182512691703,0.08467513364245205,-0.07694428798176477,-0.07149669241821856
-0.5260414107062168,-0.7141468818523785,0.18220671256918822,-0.07149669241821856
0.4133182512691703,-0.4236661489451674,0.0926818214697681,-0.07149669241821856
-0.5260414107062168,0.34610779325894203,-0.18060468820214595,-0.07149669241821856
0.4133182512691703,0.4623000864218265,-0.11935081534464798,-0.07149669241821856
0.4133182512691703,0.2299155000960576,-0.03924959699253524,-0.07149669241821856
-0.5260414107062168,-0.13318541603795628,0.040851621359577504,-0.07149669241821856
-0.5260414107062168,-0.10413734274723517,-0.05338510611349632,-0.07149669241821856
0.4133182512691703,1.566126871469229,-0.4444675251267527,-0.07149669241821856
-0.5260414107062168,0.15729531686925483,-0.07694428798176477,-0.07149669241821856
-0.5260414107062168,0.41872797648574483,-0.11935081534464798,-0.07149669241821856
0.4133182512691703,-0.40914211229980685,0.10210549421707549,-0.07149669241821856
-0.5260414107062168,-0.3946180756544463,0.11624100333803654,-0.07149669241821856
0.4133182512691703,-0.11866137939259573,0.06912263960149964,-0.07149669241821856
-0.5260414107062168,-0.23485367255548018,0.06912263960149964,-0.07149669241821856
-0.5260414107062168,-0.0024690862297112766,0.022004275864962737,-0.07149669241821856
0.4133182512691703,-0.08961330610187461,0.05498713048053856,-0.07149669241821856
-0.5260414107062168,-0.40914211229980685,0.11152916696438285,-0.07149669241821856
-0.5260414107062168,-0.27842578249156186,0.0926818214697681,-0.07149669241821856
-0.5260414107062168,-0.23485367255548018,0.012580603117655353,-0.07149669241821856
-0.5260414107062168,0.4332520131311054,-0.12406265171830166,-0.07149669241821856
-0.5260414107062168,-0.04604119616579295,-0.0015549060033057168,-0.07149669241821856
0.4133182512691703,0.9851654056548064,-0.255994070180605,-0.07149669241821856
0.4133182512691703,0.3896799031950237,-0.12877448809195535,-0.07149669241821856
-0.5260414107062168,-0.307473855782283,0.05969896685419225,-0.07149669241821856
0.4133182512691703,-0.43819018559052797,0.1539356943272661,-0.07149669241821856
0.4133182512691703,-0.307473855782283,0.11152916696438285,-0.07149669241821856
-0.5260414107062168,0.04110302370637039,0.050275294106884874,-0.07149669241821856
-0.5260414107062168,-0.4236661489451674,0.026716112238616425,-0.07149669241821856
0.4133182512691703,-0.19128156261939852,0.05498713048053856,-0.07149669241821856
-0.5260414107062168,0.15729531686925483,-0.02040225149792048,-0.07149669241821856
-0.5260414107062168,-0.4236661489451674,0.07854631234880703,-0.07149669241821856
0.4133182512691703,0.6365885261661531,-0.1664691790811849,-0.07149669241821856
-0.5260414107062168,-0.031517159520432395,0.026716112238616425,-0.07149669241821856
0.4133182512691703,-0.10413734274723517,0.026716112238616425,-0.07149669241821856
0.4133182512691703,0.0701510969970915,-0.006266742376959408,-0.07149669241821856
0.4133182512691703,-0.6850988085616575,0.2057658944374567,-0.07149669241821856
0.4133182512691703,0.31705971996822097,-0.17589285182849226,-0.07149669241821856
0.4133182512691703,-0.6415266986255758,0.10681733059072916,-0.07149669241821856
-0.5260414107062168,-0.17675752597403796,-0.03453776061888155,-0.07149669241821856
-0.5260414107062168,0.709208709392956,-0.1617573427075312,-0.07149669241821856
0.4133182512691703,0.6365885261661531,-0.13819816083926273,-0.07149669241821856
0.4133182512691703,-0.6560507352709364,0.15864753070091978,-0.07149669241821856
-0.5260414107062168,0.44777604977646596,-0.07694428798176477,0.9498846278420466
0.4133182512691703,0.02657898706100983,0.03142794861227012,-0.07149669241821856
-0.5260414107062168,-0.3219978924276435,0.10681733059072916,-0.07149669241821856
-0.5260414107062168,1.0432615522362487,-0.27012957930156606,-0.07149669241821856
0.4133182512691703,-0.11866137939259573,0.06441080322784595,-0.07149669241821856
-0.5260414107062168,-0.031517159520432395,-0.015690415124266787,-0.07149669241821856
0.4133182512691703,0.2589635733867787,-0.09107979710272583,-0.07149669241821856
0.4133182512691703,-0.13318541603795628,0.040851621359577504,-0.07149669241821856
0.4133182512691703,-0.2929498191369224,0.07854631234880703,-0.07149669241821856
0.4133182512691703,-0.33652192907300404,0.11624100333803654,-0.07149669241821856
0.4133182512691703,0.2734876100321393,-0.04396143336618893,-0.07149669241821856
0.4133182512691703,-0.08961330610187461,0.05969896685419225,-0.07149669241821856
-0.5260414107062168,0.11372320693317316,-0.04867326973984262,-0.07149669241821856
-0.5260414107062168,-0.568906515398773,0.17278303982188084,-0.07149669241821856
0.4133182512691703,0.5494443062939899,-0.13819816083926273,-0.07149669241821856
0.4133182512691703,-0.13318541603795628,0.0361397849859238,-0.07149669241821856
-0.5260414107062168,0.8980211857826431,-0.22301121556502915,-0.07149669241821856
0.4133182512691703,-0.11866137939259573,0.050275294106884874,-0.07149669241821856
0.4133182512691703,-0.11866137939259573,0.026716112238616425,-0.07149669241821856
-0.5260414107062168,-0.2639017458462013,0.10681733059072916,-0.07149669241821856
0.4133182512691703,-0.27842578249156186,0.10681733059072916,-0.07149669241821856
0.4133182512691703,-0.2493777092008407,0.08796998509611441,-0.07149669241821856
-0.5260414107062168,-0.5253344054626913,0.040851621359577504,-0.07149669241821856
0.4133182512691703,-0.2493777092008407,0.06912263960149964,-0.07149669241821856
-0.5260414107062168,-0.3510459657183646,0.09739365784342177,-0.07149669241821856
0.4133182512691703,-0.2493777092008407,0.07383447597515333,-0.07149669241821856
0.4133182512691703,-0.07508926945651406,-0.006266742376959408,-0.07149669241821856
-0.5260414107062168,1.0142134789455275,-0.2607059065542587,-0.07149669241821856
0.4133182512691703,-0.2639017458462013,0.07383447597515333,-0.07149669241821856
-0.5260414107062168,-0.307473855782283,0.09739365784342177,-0.07149669241821856
-0.5260414107062168,-0.307473855782283,0.09739365784342177,-0.07149669241821856
-0.5260414107062168,-0.2493777092008407,0.0361397849859238,-0.07149669241821856
0.4133182512691703,0.9851654056548064,-0.2607059065542587,0.9498846278420466
0.4133182512691703,-0.4672382588812491,0.11624100333803654,-0.07149669241821856
0.4133182512691703,-0.3800940390090857,0.10681733059072916,-0.07149669241821856
0.4133182512691703,0.04110302370637039,0.022004275864962737,-0.07149669241821856
0.4133182512691703,0.5058721963579081,-0.1476218335865701,-0.07149669241821856
-0.5260414107062168,0.1427712802238943,-0.03453776061888155,-0.07149669241821856
-0.5260414107062168,0.1427712802238943,-0.02040225149792048,-0.07149669241821856
0.4133182512691703,-0.1622334893286774,0.050275294106884874,-0.07149669241821856
