proportion,epv,auc_roc
0.1,12.5,0.6715
0.2,11.25,0.6836467236467235
0.30000000000000004,9.75,0.7136002399160294
0.4,8.25,0.6810966810966811
0.5,7.0,0.6643735362997658
0.6,5.5,0.700139146567718
0.7000000000000001,4.25,0.7232070910556003
0.8,2.75,0.8089053803339518
0.9,1.5,0.8611111111111112
