proportion,epv,auc_roc
0.1,5.0,0.8245454545454546
0.2,4.5,0.7966951566951568
0.30000000000000004,3.9,0.8191632928475034
0.4,3.3,0.766646052360338
0.5,2.8,0.7854215456674474
0.6,2.2,0.7448979591836734
0.7000000000000001,1.7,0.8130539887187752
0.8,1.1,0.8905380333951762
0.9,0.6,0.9583333333333334
