proportion,epv,auc_roc
0.1,5.0,0.8299090909090909
0.2,4.5,0.8132193732193732
0.30000000000000004,3.9,0.8212625581046633
0.4,3.3,0.7831374974232117
0.5,2.8,0.805327868852459
0.6,2.2,0.7439703153988868
0.7000000000000001,1.7,0.822723609991942
0.8,1.1,0.9053803339517625
0.9,0.6,0.9583333333333334
