proportion,epv,auc_roc
0.1,12.5,0.7708181818181818
0.2,11.25,0.9105413105413106
0.30000000000000004,9.75,0.9206027890238417
0.4,8.25,0.924654710368996
0.5,7.0,0.9478922716627634
0.6,5.5,0.9403988868274582
0.7000000000000001,4.25,0.9657534246575342
0.8,2.75,0.9471243042671614
0.9,1.5,0.9479166666666667
