m24_ec_ss,m24_cong_ss,m24_rc_ss,m24_fm_ss,m24_gm_ss
-0.024806201550387586,-0.010132890365448493,0.0026024363233665432,0.005924695459579167,-0.020099667774086373
-0.02137320044296787,-0.010852713178294567,-0.0008859357696567056,0.0076965669988925635,-0.021096345514950165
-0.018770764119601314,0.00033222591362126047,0.0008859357696566934,0.0008859357696566952,-0.02984496124031008
-0.020874861572535985,-0.011738648947951265,0.0026578073089700924,0.0037652270210409653,-0.02032115171650055
-0.04999999999999998,0.0034330011074196996,0.007308970099667755,0.007308970099667762,-0.014562569213731974
-0.0034883720930232575,-0.0162236987818383,0.0012181616832779556,0.0020487264673311094,-0.030066445182724253
-0.022646733111849386,-0.006035437430786264,0.0019933554817275663,5.537098560353705e-05,-0.019878183831672197
-0.051716500553709806,-0.023477297895902517,0.002270210409745281,0.025802879291251316,0.0006090808416389787
0.01262458471760796,-0.00841638981173863,0.0051495016611295685,0.007087486157253591,-0.06295681063122924
0.016943521594684374,0.002823920265780735,0.011129568106312278,0.018050941306755233,-0.09545957918050936
-0.02231450719822812,-0.013178294573643399,0.0037098560354374196,0.0037098560354374196,-0.01843853820598007
-0.027297895902547043,0.002602436323366552,0.0039867109634551395,0.005924695459579165,-0.03172757475083056
-0.027685492801771842,0.0038759689922480576,0.003875968992248055,0.013289036544850474,-0.03986710963455149
0.5323920265780739,0.2619047619047625,-0.08416389811738742,-0.004983388704319691,0.24833887043189395
-0.024972314507198223,-0.003377630121816168,0.0043743078626799475,0.0013289036544850436,-0.023864894795127344
-0.05055370985603542,0.004817275747508294,0.006755260243632323,-0.003488372093023266,-0.004042081949058675
-0.08471760797342184,0.0016611295681062885,0.01190476190476186,0.0027685492801771613,0.021871539313399774
-0.043909191583610147,-0.01428571428571427,0.005924695459579162,0.02059800664451823,-0.014839424141749713
0.32558139534883807,0.08610188261351007,0.04844961240310022,-0.03820598006644607,0.531561461794021
-0.03942414174972312,-0.0006644518272425314,0.005426356589147269,0.005980066445182711,-0.01782945736434107
0.12763012181616867,0.09634551495016642,-0.22923588039867174,-0.20238095238095294,0.16112956810631285
-0.03211517165005535,-0.0016611295681063197,-0.0011074197120708798,0.0060908084163897955,-0.017718715393133994
-0.02358803986710961,-0.006699889258028793,0.002990033222591353,0.004097452934662229,-0.02331118493909192
-0.03001107419712069,0.0040420819490586835,0.003765227021040966,0.00044296788482834325,-0.024750830564784047
-0.03837209302325578,0.005094130675526014,-0.0009966777408637936,0.009523809523809504,-0.021760797342192682
