proportion,epv,auc_roc
0.1,12.5,0.9984999999999999
0.2,11.25,0.9577207977207978
0.30000000000000004,9.75,0.9513420302893988
0.4,8.25,0.9686662543805402
0.5,7.0,0.9865339578454333
0.6,5.5,0.9819109461966604
0.7000000000000001,4.25,0.999597099113618
0.8,2.75,1.0
0.9,1.5,1.0
